Trip Id,Trip Duration (seconds),Start Station Id,Start Time,Start Station Name,End Station Id,End Time,End Station Name,Bike Id,User Type,Hour,AM_PM,Month,DayOfWeek,lat,lon,capacity,is_charging_station,nearby_distance,is_valet_station,weather_region,Temp (°C),Precip. Amount (mm)
31800278,531,7240,09/01/2024 05:37,Bloor St W / Shaw St - SMART,7526,09/01/2024 05:46,Bartlett Parkette,3551,Casual Member,5,AM,September,Sunday,43.662403,-79.423098,34.0,False,1000.0,,TORONTO_CITY,20.0,0.0
31800279,549,7718,09/01/2024 05:38,St. Andrew's Playground Park,7033,09/01/2024 05:47,Union Station,5801,Casual Member,5,AM,September,Sunday,43.646552,-79.399586,11.0,False,350.0,,TORONTO_CITY_CENTRE,20.5,0.0
31800282,707,7409,09/01/2024 05:38,Isabella St / Church St,7716,09/01/2024 05:50,Church St / The Esplanade,7112,Casual Member,5,AM,September,Sunday,43.66834,-79.38235,27.0,False,1609.34,,TORONTO_CITY,20.0,0.0
31800283,237,7178,09/01/2024 05:38,Dundas St W / Edna Ave,7223,09/01/2024 05:42,Parkside Dr / Bloor St W - SMART,963,Casual Member,5,AM,September,Sunday,43.657192,-79.452559,15.0,False,500.0,,TORONTO_CITY,20.0,0.0
31800288,851,7322,09/01/2024 05:39,East Liberty St / Western Battery Rd,7076,09/01/2024 05:53,York St / Queens Quay W,3306,Casual Member,5,AM,September,Sunday,43.6392777,-79.4115736,19.0,False,1000.0,,TORONTO_CITY_CENTRE,20.5,0.0
31800290,433,7457,09/01/2024 05:39,Queen's Park Cres W / Hoskin Ave,7420,09/01/2024 05:47,Barton Ave / Howland Ave - SMART,7574,Casual Member,5,AM,September,Sunday,43.665221,-79.394009,23.0,False,1609.34,,TORONTO_CITY,20.0,0.0
31800291,65,7548,09/01/2024 05:40,St. Joseph St / Bay St - SMART,7272,09/01/2024 05:41,Yonge St / Dundonald St - SMART,4402,Annual Member,5,AM,September,Sunday,43.6658804,-79.38761010000002,20.0,False,1609.34,,TORONTO_CITY,20.0,0.0
31800292,572,7505,09/01/2024 05:40,Ontario St / Adelaide St E -SMART,7469,09/01/2024 05:49,York St / Wellington St W ,3674,Annual Member,5,AM,September,Sunday,43.6535052,-79.3667689,19.0,False,1609.34,,TORONTO_CITY,20.0,0.0
31800295,461,7073,09/01/2024 05:41,Spadina Ave / Fort York Blvd,7417,09/01/2024 05:49,King St W / Jordan St,181,Casual Member,5,AM,September,Sunday,43.640114,-79.393249,23.0,False,500.0,,TORONTO_CITY_CENTRE,20.5,0.0
31800297,148,7272,09/01/2024 05:41,Yonge St / Dundonald St - SMART,7126,09/01/2024 05:43,Yonge St / Yorkville Ave,8468,Annual Member,5,AM,September,Sunday,43.665801,-79.384796,12.0,False,1000.0,,TORONTO_CITY,20.0,0.0
31800298,294,7122,09/01/2024 05:41,Niagara St / Tecumseth St,7203,09/01/2024 05:46,Bathurst St/Queens Quay(Billy Bishop Airport),646,Casual Member,5,AM,September,Sunday,43.641389,-79.404444,15.0,False,500.0,,TORONTO_CITY_CENTRE,20.5,0.0
31800299,952,7161,09/01/2024 05:41,Beverley St / College St,7505,09/01/2024 05:57,Ontario St / Adelaide St E -SMART,8098,Casual Member,5,AM,September,Sunday,43.6575,-79.39527777777778,23.0,False,500.0,,TORONTO_CITY,20.0,0.0
31800301,384,7017,09/01/2024 05:42,Widmer St / Adelaide St W - SMART,7682,09/01/2024 05:48,Bathurst St / Front St W,4651,Casual Member,5,AM,September,Sunday,43.647547634759206,-79.39155200496292,12.0,False,500.0,,TORONTO_CITY,20.0,0.0
31800302,489,7941,09/01/2024 05:42,,7662,09/01/2024 05:50,Beaty Ave / Queen St W,2616,Casual Member,5,AM,September,Sunday,43.639547,-79.420022,15.0,False,100.0,,TORONTO_CITY_CENTRE,20.5,0.0
31800304,3648,7685,09/01/2024 05:42,King St W / Brant St,7324,09/01/2024 06:43,King St W / Charlotte St,1794,Casual Member,5,AM,September,Sunday,43.645102,-79.39744979999999,22.0,False,1000.0,,TORONTO_CITY_CENTRE,20.5,0.0
31800306,447,7955,09/01/2024 05:43,,7127,09/01/2024 05:50,Bay St / Scollard St,76,Casual Member,5,AM,September,Sunday,43.6662047,-79.37901219999999,22.0,False,100.0,,TORONTO_CITY,20.0,0.0
31800307,201,7682,09/01/2024 05:43,Bathurst St / Front St W,7203,09/01/2024 05:46,Bathurst St/Queens Quay(Billy Bishop Airport),1215,Casual Member,5,AM,September,Sunday,43.64134790000001,-79.4013882,35.0,False,3218.68,,TORONTO_CITY_CENTRE,20.5,0.0
31800312,1889,7785,09/01/2024 05:45,Keele St / Dovehouse Ave - SMART,7586,09/01/2024 06:16,Finch West Subway Station,3917,Casual Member,5,AM,September,Sunday,43.7494501,-79.4869662,16.0,False,500.0,,TORONTO_NORTH_YORK,,
31800313,803,7410,09/01/2024 05:45,Howard St / Rose Ave,7074,09/01/2024 05:58,King St E / Church St,9037,Casual Member,5,AM,September,Sunday,43.671278,-79.372127,19.0,False,1609.34,,TORONTO_CITY,20.0,0.0
31800315,350,7076,09/01/2024 05:45,York St / Queens Quay W,7203,09/01/2024 05:51,Bathurst St/Queens Quay(Billy Bishop Airport),1574,Casual Member,5,AM,September,Sunday,43.640132,-79.380464,57.0,False,500.0,,TORONTO_CITY_CENTRE,20.5,0.0
31800316,314,7258,09/01/2024 05:46,Queen St E / Rushbrooke Ave,7571,09/01/2024 05:51,Highfield Rd / Gerrard St E,2001,Casual Member,5,AM,September,Sunday,43.6626628,-79.3323698,15.0,False,1000.0,,TORONTO_CITY,20.0,0.0
31800317,1667,7907,09/01/2024 05:46,365 Lippincott St,7593,09/01/2024 06:14,Roehampton Ave / Bayview Ave,8762,Casual Member,5,AM,September,Sunday,43.6649482,-79.40947,41.0,True,300.0,,TORONTO_CITY,20.0,0.0
31800318,512,7156,09/01/2024 05:47,Salem Ave / Bloor St W,7521,09/01/2024 05:55,Emerson Ave / Bloor St W,206,Casual Member,5,AM,September,Sunday,43.6608333,-79.43166666666667,15.0,False,500.0,,TORONTO_CITY,20.0,0.0
31800319,859,7391,09/01/2024 05:47,Yonge St / Dundas Sq,7176,09/01/2024 06:01,Bathurst St / Fort York Blvd,5703,Casual Member,5,AM,September,Sunday,43.655766,-79.3802,31.0,False,1000.0,,TORONTO_CITY,20.0,0.0
31800322,1684,7155,09/01/2024 05:48,Bathurst St / Lennox St,7746,09/01/2024 06:16,Marlee Ave / York Beltline Trail,4678,Casual Member,5,AM,September,Sunday,43.663808,-79.410491,19.0,False,500.0,,TORONTO_CITY,20.0,0.0
31800323,390,7906,09/01/2024 05:48,Princess St / Front St E,7045,09/01/2024 05:54,Bond St / Queen St E,4770,Casual Member,5,AM,September,Sunday,43.650297574961044,-79.36648460341635,14.0,False,300.0,,TORONTO_CITY,20.0,0.0
31800324,445,7600,09/01/2024 05:48,Ursula Franklin St / Huron St - SMART,7810,09/01/2024 05:55,Avenue Rd / Cumberland St ,6450,Casual Member,5,AM,September,Sunday,43.660274,-79.398049,20.0,False,1609.34,,TORONTO_CITY,20.0,0.0
31800325,174,7001,09/01/2024 05:49,Wellesley Station Green P,7126,09/01/2024 05:52,Yonge St / Yorkville Ave,7602,Casual Member,5,AM,September,Sunday,43.66496415990742,-79.38355031526893,23.0,True,500.0,,TORONTO_CITY,20.0,0.0
31800326,577,7077,09/01/2024 05:50,College Park South,7311,09/01/2024 05:59,Sherbourne St / Isabella St,8680,Casual Member,5,AM,September,Sunday,43.65945682499,-79.38236466864778,19.0,False,500.0,,TORONTO_CITY,20.0,0.0
31800327,1777,7617,09/01/2024 05:50,Starspray Blvd / Lawrence Ave E,7612,09/01/2024 06:19,Livingston Rd / Guildwood Pkwy,6161,Casual Member,5,AM,September,Sunday,43.788525214554085,-79.1231844760227,19.0,False,1609.34,,TORONTO_CITY,20.0,0.0
31800328,388,7101,09/01/2024 05:51,Lower Sherbourne St / The Esplanade,7599,09/01/2024 05:57,Richmond St W / York St,8078,Casual Member,5,AM,September,Sunday,43.648655,-79.367061,27.0,False,500.0,,TORONTO_CITY_CENTRE,20.5,0.0
31800329,427,7571,09/01/2024 05:51,Highfield Rd / Gerrard St E,7194,09/01/2024 05:58,Mortimer Ave / Coxwell Ave,8170,Casual Member,5,AM,September,Sunday,43.671771,-79.324961,19.0,False,1609.34,,TORONTO_CITY,20.0,0.0
31800330,523,7457,09/01/2024 05:52,Queen's Park Cres W / Hoskin Ave,7252,09/01/2024 06:00,Robert St / Bloor St W - SMART,602,Casual Member,5,AM,September,Sunday,43.665221,-79.394009,23.0,False,1609.34,,TORONTO_CITY,20.0,0.0
31800331,838,7259,09/01/2024 05:53,Lower Spadina Ave / Lake Shore Blvd W,7534,09/01/2024 06:07,Walnut Ave / Queen St W,6398,Casual Member,5,AM,September,Sunday,43.638497,-79.39192,19.0,False,1000.0,,TORONTO_CITY_CENTRE,20.5,0.0
31800332,837,7311,09/01/2024 05:55,Sherbourne St / Isabella St,7114,09/01/2024 06:08,Carlton St / Parliament St,7769,Casual Member,5,AM,September,Sunday,43.669576,-79.375961,19.0,False,1000.0,,TORONTO_CITY,20.0,0.0
31800333,572,7496,09/01/2024 05:55,Sunnyside Ave / The Queensway - SMART,7035,09/01/2024 06:04,Queen St W / Ossington Ave,6162,Annual Member,5,AM,September,Sunday,43.6397,-79.44865,19.0,False,1609.34,,TORONTO_CITY_CENTRE,20.5,0.0
31800334,458,7253,09/01/2024 05:55,John St  / Mercer St - SMART,7458,09/01/2024 06:03,Church St / Lombard St,189,Casual Member,5,AM,September,Sunday,43.6461,-79.3895,12.0,False,1000.0,,TORONTO_CITY_CENTRE,20.5,0.0
31800335,659,7452,09/01/2024 05:55,Bleecker St / St James Ave,7599,09/01/2024 06:06,Richmond St W / York St,668,Casual Member,5,AM,September,Sunday,43.669232,-79.374495,23.0,False,1609.34,,TORONTO_CITY,20.0,0.0
31800336,236,7089,09/01/2024 05:55,Church St  / Wood St,7693,09/01/2024 05:59,Mutual St / Shuter St (Arena Gardens),1101,Casual Member,5,AM,September,Sunday,43.662712,-79.379903,27.0,False,500.0,,TORONTO_CITY,20.0,0.0
31800337,335,7693,09/01/2024 05:55,Mutual St / Shuter St (Arena Gardens),7292,09/01/2024 06:01,Granby St / Church St - SMART,7016,Casual Member,5,AM,September,Sunday,43.6559476,-79.37558829999999,19.0,False,1000.0,,TORONTO_CITY,20.0,0.0
31800338,2400,7425,09/01/2024 05:56,The Queensway at South Kingsway,7547,09/01/2024 06:36,Orde St / McCaul St,1393,Casual Member,5,AM,September,Sunday,43.63632,-79.47307,23.0,False,1609.34,,TORONTO_CITY_CENTRE,20.5,0.0
31800340,1819,7193,09/01/2024 05:57,Dufferin St / Queen St W,7479,09/01/2024 06:27,Jane St / Bloor St W (Jane Subway Station),4931,Casual Member,5,AM,September,Sunday,43.64309687937765,-79.42875613770637,15.0,False,500.0,,TORONTO_CITY_CENTRE,20.5,0.0
31800341,295,7189,09/01/2024 05:58,Augusta Ave / Denison Sq,7012,09/01/2024 06:03,Elizabeth St / Edward St (Bus Terminal),6385,Casual Member,5,AM,September,Sunday,43.653766,-79.4016759,15.0,False,500.0,,TORONTO_CITY,20.0,0.0
31800342,625,7796,09/01/2024 06:00,Dundas St E / River St,7274,09/01/2024 06:10,Queen's Park Cres E / Grosvenor St - SMART,8127,Casual Member,6,AM,September,Sunday,43.661152,-79.358505,18.0,False,1000.0,,TORONTO_CITY,19.9,0.0
31800343,1396,7151,09/01/2024 06:00,Essex St / Christie St - SMART,7467,09/01/2024 06:24,Lower Simcoe St / Bremner Blvd,1202,Casual Member,6,AM,September,Sunday,43.6686111,-79.42027777777778,19.0,False,500.0,,TORONTO_CITY,19.9,0.0
31800344,188,7955,09/01/2024 06:01,,7311,09/01/2024 06:04,Sherbourne St / Isabella St,3187,Casual Member,6,AM,September,Sunday,43.6662047,-79.37901219999999,22.0,False,100.0,,TORONTO_CITY,19.9,0.0
31800345,142,7028,09/01/2024 06:01,Gould St / Mutual St,7268,09/01/2024 06:03,111 Bond St (North of Dundas St E)  - SMART,6002,Casual Member,6,AM,September,Sunday,43.6582,-79.3768,29.0,False,500.0,,TORONTO_CITY,19.9,0.0
31800346,840,7321,09/01/2024 06:01,Front St W / University Ave (2),7524,09/01/2024 06:15,Lisgar Park,4024,Annual Member,6,AM,September,Sunday,43.6452972,-79.3827914,19.0,False,1000.0,,TORONTO_CITY_CENTRE,20.5,0.0
31800347,796,7523,09/01/2024 06:01,Lynn Williams St / East Liberty St - SMART,7016,09/01/2024 06:15,Bay St / Queens Quay W (Ferry Terminal),4501,Casual Member,6,AM,September,Sunday,43.638925,-79.4168659,15.0,False,1609.34,,TORONTO_CITY_CENTRE,20.5,0.0
31800349,224,7252,09/01/2024 06:03,Robert St / Bloor St W - SMART,7907,09/01/2024 06:06,365 Lippincott St,1842,Casual Member,6,AM,September,Sunday,43.665846,-79.404998,18.0,False,1000.0,,TORONTO_CITY,19.9,0.0
31800350,2585,7691,09/01/2024 06:03,Christie St / Dupont St,7261,09/01/2024 06:46,Queens Quay E / Lower Sherbourne St,467,Casual Member,6,AM,September,Sunday,43.67168,-79.421192,19.0,False,1000.0,,TORONTO_CITY,19.9,0.0
31800351,761,7575,09/01/2024 06:04,Bayview Ave / Lawren Harris Square,7014,09/01/2024 06:16,Sherbourne St / Carlton St (Allan Gardens),281,Casual Member,6,AM,September,Sunday,43.6548521,-79.35397680000001,15.0,False,1609.34,,TORONTO_CITY,19.9,0.0
31800352,1282,7798,09/01/2024 06:04,Shuter St/River St,7203,09/01/2024 06:25,Bathurst St/Queens Quay(Billy Bishop Airport),3444,Casual Member,6,AM,September,Sunday,43.659296,-79.358035,15.0,False,100.0,,TORONTO_CITY,19.9,0.0
31800353,106,7126,09/01/2024 06:04,Yonge St / Yorkville Ave,7281,09/01/2024 06:06,Charles St W / Balmuto St - SMART,8468,Casual Member,6,AM,September,Sunday,43.671944,-79.387778,17.0,False,500.0,,TORONTO_CITY,19.9,0.0
31800354,760,7151,09/01/2024 06:04,Essex St / Christie St - SMART,7285,09/01/2024 06:17,Spadina Ave / Harbord St - SMART,3255,Casual Member,6,AM,September,Sunday,43.6686111,-79.42027777777778,19.0,False,500.0,,TORONTO_CITY,19.9,0.0
31800355,1008,7505,09/01/2024 06:05,Ontario St / Adelaide St E -SMART,7203,09/01/2024 06:22,Bathurst St/Queens Quay(Billy Bishop Airport),2655,Casual Member,6,AM,September,Sunday,43.6535052,-79.3667689,19.0,False,1609.34,,TORONTO_CITY,19.9,0.0
31800356,877,7675,09/01/2024 06:05,1525 Dundas St W,7502,09/01/2024 06:20,University Ave / College St (East),1831,Casual Member,6,AM,September,Sunday,43.64957,-79.432446,15.0,False,16093.4,,TORONTO_CITY,19.9,0.0
31800357,122,7061,09/01/2024 06:05,Dalton Rd / Bloor St W,7907,09/01/2024 06:07,365 Lippincott St,17,Casual Member,6,AM,September,Sunday,43.6662942,-79.4066433,15.0,False,500.0,,TORONTO_CITY,19.9,0.0
31800358,526,7114,09/01/2024 06:06,Carlton St / Parliament St,7493,09/01/2024 06:15,Sackville St / Eastern Ave - SMART,5542,Annual Member,6,AM,September,Sunday,43.664524,-79.36793,26.0,False,500.0,,TORONTO_CITY,19.9,0.0
31800359,128,7072,09/01/2024 06:06,Fleet St / Bathurst St,7203,09/01/2024 06:08,Bathurst St/Queens Quay(Billy Bishop Airport),4719,Casual Member,6,AM,September,Sunday,,,,,,,,,
31800360,2108,7907,09/01/2024 06:07,365 Lippincott St,7112,09/01/2024 06:42,Liberty St / Fraser Ave Green P,7758,Casual Member,6,AM,September,Sunday,43.6649482,-79.40947,41.0,True,300.0,,TORONTO_CITY,19.9,0.0
31800361,222,7271,09/01/2024 06:07,Yonge St / Alexander St - SMART,7269,09/01/2024 06:11,Toronto Eaton Centre (Yonge St) - SMART,24,Casual Member,6,AM,September,Sunday,43.662862,-79.383572,18.0,False,1000.0,,TORONTO_CITY,19.9,0.0
31800362,235,7006,09/01/2024 06:07,Bay St / College St (East Side),7026,09/01/2024 06:11,Bay St / St. Joseph St,7021,Casual Member,6,AM,September,Sunday,43.660439,-79.385525,31.0,False,500.0,,TORONTO_CITY,19.9,0.0
31800363,485,7383,09/01/2024 06:07,12 Harbour St,7099,09/01/2024 06:15,Cherry St / Mill St,5422,Casual Member,6,AM,September,Sunday,43.6425636,-79.3762,15.0,False,1000.0,,TORONTO_CITY_CENTRE,20.5,0.0
31800364,348,7016,09/01/2024 06:07,Bay St / Queens Quay W (Ferry Terminal),7175,09/01/2024 06:13,HTO Park (Queens Quay W),1464,Casual Member,6,AM,September,Sunday,43.640978,-79.376785,34.0,False,500.0,False,TORONTO_CITY_CENTRE,20.5,0.0
31800365,595,7296,09/01/2024 06:08,Westmoreland Ave / Fernbank Ave,7152,09/01/2024 06:18,Ossington Ave / Bloor St W,3612,Casual Member,6,AM,September,Sunday,43.665327,-79.43235,19.0,False,1000.0,,TORONTO_CITY,19.9,0.0
31800366,1958,7203,09/01/2024 06:09,Bathurst St/Queens Quay(Billy Bishop Airport),7318,09/01/2024 06:41,Hubbard Blvd / Glen Manor Dr,7459,Casual Member,6,AM,September,Sunday,43.635492,-79.398253,34.0,False,500.0,,TORONTO_CITY_CENTRE,20.5,0.0
31800368,643,7188,09/01/2024 06:09,Exhibition GO (Atlantic Ave),7203,09/01/2024 06:20,Bathurst St/Queens Quay(Billy Bishop Airport),692,Casual Member,6,AM,September,Sunday,43.637695491830144,-79.42023184193503,15.0,False,500.0,,TORONTO_CITY_CENTRE,20.5,0.0
31800369,1149,7907,09/01/2024 06:10,365 Lippincott St,7016,09/01/2024 06:29,Bay St / Queens Quay W (Ferry Terminal),7685,Casual Member,6,AM,September,Sunday,43.6649482,-79.40947,41.0,True,300.0,,TORONTO_CITY,19.9,0.0
31800370,822,7790,09/01/2024 06:10,Lynn Williams St / Pirandello St ,7900,09/01/2024 06:24,Simcoe St / Elm St,555,Casual Member,6,AM,September,Sunday,43.639124514797004,-79.41423166721611,17.0,False,200.0,,TORONTO_CITY_CENTRE,20.5,0.0
31800371,1863,7925,09/01/2024 06:10,Niagara St / King St W - SMART,7356,09/01/2024 06:41,King St E / Berkeley St,6361,Casual Member,6,AM,September,Sunday,43.64281323408372,-79.40751415588915,23.0,False,350.0,,TORONTO_CITY_CENTRE,20.5,0.0
31800372,1240,7350,09/01/2024 06:12,Broadview Ave / Westwood Ave,7543,09/01/2024 06:33,Nassau St / Bellevue Ave,7109,Casual Member,6,AM,September,Sunday,43.6848652,-79.356602,23.0,False,1000.0,,TORONTO_CITY,19.9,0.0
31800374,607,7014,09/01/2024 06:13,Sherbourne St / Carlton St (Allan Gardens),7332,09/01/2024 06:23,200 Bloor St E,1489,Casual Member,6,AM,September,Sunday,43.663102,-79.373181,17.0,False,500.0,,TORONTO_CITY,19.9,0.0
31800375,400,7042,09/01/2024 06:13,Sherbourne St / Wellesley St E,7577,09/01/2024 06:19,Oak St / Sumach St,1508,Casual Member,6,AM,September,Sunday,43.6673,-79.374,31.0,False,500.0,,TORONTO_CITY,19.9,0.0
31800376,534,7175,09/01/2024 06:14,HTO Park (Queens Quay W),7171,09/01/2024 06:23,Ontario Place Blvd / Lake Shore Blvd W,6755,Casual Member,6,AM,September,Sunday,43.63796,-79.387502,27.0,False,500.0,False,TORONTO_CITY_CENTRE,20.5,0.0
31800377,1297,7024,09/01/2024 06:14,Dundonald St / Church St,7035,09/01/2024 06:36,Queen St W / Ossington Ave,221,Casual Member,6,AM,September,Sunday,43.66663,-79.38148,39.0,False,500.0,,TORONTO_CITY,19.9,0.0
31800378,1012,7929,09/01/2024 06:15,Spadina Ave / Bulwer St- SMART ,7322,09/01/2024 06:32,East Liberty St / Western Battery Rd,688,Casual Member,6,AM,September,Sunday,43.649354475273796,-79.39675713332855,12.0,False,100.0,,TORONTO_CITY,19.9,0.0
31800379,1425,7311,09/01/2024 06:16,Sherbourne St / Isabella St,7635,09/01/2024 06:40,Runnymede Rd / Annette St,6761,Annual Member,6,AM,September,Sunday,43.669576,-79.375961,19.0,False,1000.0,,TORONTO_CITY,19.9,0.0
31800380,2015,7791,09/01/2024 06:16,Ossington Ave / Bruce St,7016,09/01/2024 06:50,Bay St / Queens Quay W (Ferry Terminal),5328,Casual Member,6,AM,September,Sunday,43.64570236705167,-79.41933192053696,15.0,False,350.0,,TORONTO_CITY_CENTRE,20.5,0.0
31800381,642,7458,09/01/2024 06:16,Church St / Lombard St,7721,09/01/2024 06:27,Widmer St / King St W,189,Casual Member,6,AM,September,Sunday,43.651678,-79.375233,17.0,False,1609.34,,TORONTO_CITY,19.9,0.0
31800383,120,7119,09/01/2024 06:17,Sumach St / Carlton St (Riverdale Farm),7114,09/01/2024 06:19,Carlton St / Parliament St,725,Casual Member,6,AM,September,Sunday,43.665867,-79.362506,15.0,False,500.0,,TORONTO_CITY,19.9,0.0
31800384,634,7642,09/01/2024 06:18,Yonge St / St Clair Ave,7418,09/01/2024 06:28,College Park - Yonge St Entrance,8477,Casual Member,6,AM,September,Sunday,43.68850460000001,-79.39416076812287,19.0,False,1609.34,,TORONTO_CITY,19.9,0.0
31800385,967,7360,09/01/2024 06:18,Concord Ave / Dewson St,7542,09/01/2024 06:34,Queen St W / John St,2025,Casual Member,6,AM,September,Sunday,43.656945,-79.424911,17.0,False,1000.0,,TORONTO_CITY,19.9,0.0
31800386,1314,7702,09/01/2024 06:18,111 Broadview Ave,7646,09/01/2024 06:40,University Ave / Richmond St W,6493,Casual Member,6,AM,September,Sunday,43.6593483,-79.34993659999999,18.0,True,1000.0,,TORONTO_CITY,19.9,0.0
31800387,347,7271,09/01/2024 06:18,Yonge St / Alexander St - SMART,7384,09/01/2024 06:24,Cumberland St / Bay St SMART,4108,Casual Member,6,AM,September,Sunday,43.662862,-79.383572,18.0,False,1000.0,,TORONTO_CITY,19.9,0.0
31800388,1923,7530,09/01/2024 06:19,Sherbourne St N / Elm Ave,7939,09/01/2024 06:51,,8972,Casual Member,6,AM,September,Sunday,43.6752732,-79.3778458,23.0,False,1609.34,,TORONTO_CITY,19.9,0.0
31800389,1364,7927,09/01/2024 06:19,Strachan Ave / East Liberty St - SMART,7127,09/01/2024 06:42,Bay St / Scollard St,804,Annual Member,6,AM,September,Sunday,43.63906470236988,-79.41080996164456,24.0,False,100.0,,TORONTO_CITY_CENTRE,20.5,0.0
31800390,667,7327,09/01/2024 06:20,Davenport Rd / Dovercourt Rd - SMART,7302,09/01/2024 06:31,Winona Dr / Davenport Rd,1879,Casual Member,6,AM,September,Sunday,43.6741219,-79.4352208,16.0,False,1000.0,,TORONTO_CITY,19.9,0.0
31800391,1261,7114,09/01/2024 06:20,Carlton St / Parliament St,7434,09/01/2024 06:41,91 Via Italia,7769,Casual Member,6,AM,September,Sunday,43.664524,-79.36793,26.0,False,500.0,,TORONTO_CITY,19.9,0.0
31800393,193,7486,09/01/2024 06:20,Gerrard St E / Main St,7504,09/01/2024 06:23,Gerrard St E / Victoria Park Ave - SMART,7212,Casual Member,6,AM,September,Sunday,43.684261,-79.299332,22.0,False,1609.34,,TORONTO_CITY,19.9,0.0
31800394,1251,7789,09/01/2024 06:20,75 Holly St,7088,09/01/2024 06:41,Danforth Ave / Coxwell Ave,7921,Annual Member,6,AM,September,Sunday,43.7063279,-79.3962499,23.0,True,500.0,,TORONTO_CITY,19.9,0.0
31800395,727,7270,09/01/2024 06:20,Church St / Dundas St E - SMART,7168,09/01/2024 06:32,Queens Quay / Yonge St,4613,Casual Member,6,AM,September,Sunday,43.657024,-79.377257,20.0,False,1000.0,,TORONTO_CITY,19.9,0.0
31800396,267,7719,09/01/2024 06:21,Wolseley St / Augusta Ave,7046,09/01/2024 06:25,Niagara St / Richmond St W,3480,Casual Member,6,AM,September,Sunday,43.6484201,-79.40051919999999,28.0,False,350.0,,TORONTO_CITY,19.9,0.0
31800397,1107,7612,09/01/2024 06:21,Livingston Rd / Guildwood Pkwy,7801,09/01/2024 06:39,Parkcrest Dr / Kingston Rd,6161,Casual Member,6,AM,September,Sunday,43.747854,-79.199327,19.0,False,1609.34,,TORONTO_CITY,19.9,0.0
31800399,1196,7055,09/01/2024 06:22,Jarvis St / Carlton St,7945,09/01/2024 06:42,,8132,Annual Member,6,AM,September,Sunday,43.66207,-79.37617,15.0,False,500.0,,TORONTO_CITY,19.9,0.0
31800400,4610,7332,09/01/2024 06:23,200 Bloor St E,7516,09/01/2024 07:40,Superior Ave / Lake Shore Blvd W,6627,Casual Member,6,AM,September,Sunday,43.671561,-79.38117,23.0,False,1000.0,,TORONTO_CITY,19.9,0.0
31800402,697,7420,09/01/2024 06:24,Barton Ave / Howland Ave - SMART,7001,09/01/2024 06:35,Wellesley Station Green P,7574,Casual Member,6,AM,September,Sunday,43.66842,-79.410585,27.0,False,1609.34,,TORONTO_CITY,19.9,0.0
31800403,1813,7581,09/01/2024 06:24,High Park Ave / Dundas St W,7203,09/01/2024 06:54,Bathurst St/Queens Quay(Billy Bishop Airport),1719,Casual Member,6,AM,September,Sunday,43.6653032,-79.4701178,15.0,False,1609.34,,TORONTO_CITY,19.9,0.0
31800405,591,7933,09/01/2024 06:25,Elizabeth St / Elm St,7356,09/01/2024 06:34,King St E / Berkeley St,6159,Casual Member,6,AM,September,Sunday,43.6570908165693,-79.38593668834272,23.0,False,200.0,,TORONTO_CITY,19.9,0.0
31800406,628,7099,09/01/2024 06:25,Cherry St / Mill St,7417,09/01/2024 06:35,King St W / Jordan St,5657,Casual Member,6,AM,September,Sunday,43.6513927,-79.35794659999999,11.0,False,500.0,,TORONTO_CITY,19.9,0.0
31800407,972,7278,09/01/2024 06:25,Mallon Ave / Jones Ave -SMART,7443,09/01/2024 06:41,Dundas St E / George St,5789,Casual Member,6,AM,September,Sunday,43.66587,-79.33443,16.0,False,1000.0,,TORONTO_CITY,19.9,0.0
31800408,557,7298,09/01/2024 06:26,Bathurst St / Adelaide St W,7321,09/01/2024 06:35,Front St W / University Ave (2),3090,Casual Member,6,AM,September,Sunday,43.645324,-79.40345,25.0,False,1000.0,,TORONTO_CITY_CENTRE,20.5,0.0
31800409,429,7818,09/01/2024 06:27,Soudan Ave / Yonge St ,7725,09/01/2024 06:34,Yonge St / Macpherson Ave,7702,Casual Member,6,AM,September,Sunday,43.70430959999999,-79.3972815,19.0,False,350.0,,TORONTO_CITY,19.9,0.0
31800410,238,7546,09/01/2024 06:27,Ross St / Cecil St - SMART,7274,09/01/2024 06:31,Queen's Park Cres E / Grosvenor St - SMART,3348,Casual Member,6,AM,September,Sunday,43.6568254,-79.3966159,18.0,False,1609.34,,TORONTO_CITY,19.9,0.0
31800411,622,7237,09/01/2024 06:27,Ward St / Wallace Ave,7691,09/01/2024 06:38,Christie St / Dupont St,5276,Casual Member,6,AM,September,Sunday,43.662857,-79.44618,15.0,False,1000.0,,TORONTO_CITY,19.9,0.0
31800412,436,7409,09/01/2024 06:27,Isabella St / Church St,7502,09/01/2024 06:35,University Ave / College St (East),8073,Casual Member,6,AM,September,Sunday,43.66834,-79.38235,27.0,False,1609.34,,TORONTO_CITY,19.9,0.0
31800413,661,7016,09/01/2024 06:28,Bay St / Queens Quay W (Ferry Terminal),7707,09/01/2024 06:39,Coronation Park (Martin Goodman Trail),4501,Casual Member,6,AM,September,Sunday,43.640978,-79.376785,34.0,False,500.0,False,TORONTO_CITY_CENTRE,20.5,0.0
31800414,278,7006,09/01/2024 06:28,Bay St / College St (East Side),7283,09/01/2024 06:33,Front St W / Bay St (South Side),4459,Annual Member,6,AM,September,Sunday,43.660439,-79.385525,31.0,False,500.0,,TORONTO_CITY,19.9,0.0
